id,Target
97549,Graduate
97550,Enrolled
97551,Graduate
97552,Graduate
97553,Enrolled
97554,Enrolled
97555,Graduate
97556,Enrolled
97557,Enrolled
97558,Graduate
97559,Enrolled
97560,Graduate
97561,Graduate
97562,Enrolled
97563,Graduate
97564,Dropout
97565,Graduate
97566,Enrolled
97567,Enrolled
97568,Graduate
97569,Graduate
97570,Graduate
97571,Dropout
97572,Graduate
97573,Graduate
97574,Enrolled
97575,Graduate
97576,Graduate
97577,Graduate
97578,Enrolled
97579,Graduate
97580,Graduate
97581,Enrolled
97582,Enrolled
97583,Graduate
97584,Graduate
97585,Dropout
97586,Graduate
97587,Graduate
97588,Graduate
97589,Enrolled
97590,Dropout
97591,Graduate
97592,Graduate
97593,Dropout
97594,Graduate
97595,Enrolled
97596,Dropout
97597,Enrolled
97598,Enrolled
97599,Graduate
97600,Graduate
97601,Enrolled
97602,Graduate
97603,Enrolled
97604,Graduate
97605,Graduate
97606,Graduate
97607,Graduate
97608,Enrolled
97609,Dropout
97610,Graduate
97611,Graduate
97612,Graduate
97613,Enrolled
97614,Graduate
97615,Graduate
97616,Enrolled
97617,Graduate
97618,Graduate
97619,Graduate
97620,Graduate
97621,Graduate
97622,Enrolled
97623,Enrolled
97624,Graduate
97625,Graduate
97626,Enrolled
97627,Dropout
97628,Enrolled
97629,Graduate
97630,Graduate
97631,Graduate
97632,Enrolled
97633,Enrolled
97634,Graduate
97635,Graduate
97636,Dropout
97637,Graduate
97638,Enrolled
97639,Dropout
97640,Graduate
97641,Graduate
97642,Graduate
97643,Graduate
97644,Graduate
97645,Graduate
97646,Graduate
97647,Enrolled
97648,Enrolled
97649,Graduate
97650,Dropout
97651,Graduate
97652,Enrolled
97653,Graduate
97654,Enrolled
97655,Graduate
97656,Graduate
97657,Enrolled
97658,Graduate
97659,Graduate
97660,Enrolled
97661,Graduate
97662,Enrolled
97663,Graduate
97664,Graduate
97665,Enrolled
97666,Dropout
97667,Graduate
97668,Graduate
97669,Dropout
97670,Dropout
97671,Graduate
97672,Graduate
97673,Enrolled
97674,Graduate
97675,Graduate
97676,Dropout
97677,Enrolled
97678,Graduate
97679,Dropout
97680,Graduate
97681,Enrolled
97682,Graduate
97683,Graduate
97684,Enrolled
97685,Enrolled
97686,Graduate
97687,Enrolled
97688,Enrolled
97689,Graduate
97690,Graduate
97691,Dropout
97692,Graduate
97693,Graduate
97694,Graduate
97695,Graduate
97696,Enrolled
97697,Dropout
97698,Dropout
97699,Graduate
97700,Graduate
97701,Graduate
97702,Graduate
97703,Dropout
97704,Graduate
97705,Graduate
97706,Graduate
97707,Enrolled
97708,Graduate
97709,Graduate
97710,Graduate
97711,Graduate
97712,Graduate
97713,Graduate
97714,Graduate
97715,Graduate
97716,Graduate
97717,Graduate
97718,Graduate
97719,Graduate
97720,Graduate
97721,Enrolled
97722,Graduate
97723,Enrolled
97724,Graduate
97725,Graduate
97726,Enrolled
97727,Graduate
97728,Graduate
97729,Graduate
97730,Enrolled
97731,Graduate
97732,Graduate
97733,Graduate
97734,Graduate
97735,Graduate
97736,Graduate
97737,Enrolled
97738,Graduate
97739,Graduate
97740,Enrolled
97741,Enrolled
97742,Graduate
97743,Graduate
97744,Dropout
97745,Graduate
97746,Graduate
97747,Enrolled
97748,Dropout
97749,Graduate
97750,Enrolled
97751,Enrolled
97752,Enrolled
97753,Graduate
97754,Graduate
97755,Enrolled
97756,Graduate
97757,Enrolled
97758,Enrolled
97759,Graduate
97760,Graduate
97761,Graduate
97762,Dropout
97763,Graduate
97764,Dropout
97765,Graduate
97766,Enrolled
97767,Graduate
97768,Graduate
97769,Graduate
97770,Graduate
97771,Dropout
97772,Enrolled
97773,Dropout
97774,Enrolled
97775,Graduate
97776,Enrolled
97777,Enrolled
97778,Enrolled
97779,Enrolled
97780,Graduate
97781,Graduate
97782,Enrolled
97783,Graduate
97784,Graduate
97785,Graduate
97786,Graduate
97787,Graduate
97788,Graduate
97789,Graduate
97790,Graduate
97791,Enrolled
97792,Dropout
97793,Graduate
97794,Graduate
97795,Enrolled
97796,Graduate
97797,Dropout
97798,Graduate
97799,Graduate
97800,Graduate
97801,Enrolled
97802,Graduate
97803,Graduate
97804,Graduate
97805,Graduate
97806,Enrolled
97807,Enrolled
97808,Graduate
97809,Graduate
97810,Enrolled
97811,Dropout
97812,Dropout
97813,Enrolled
97814,Graduate
97815,Dropout
97816,Graduate
97817,Graduate
97818,Enrolled
97819,Graduate
97820,Enrolled
97821,Enrolled
97822,Graduate
97823,Enrolled
97824,Graduate
97825,Graduate
97826,Graduate
97827,Graduate
97828,Graduate
97829,Dropout
97830,Dropout
97831,Dropout
97832,Graduate
97833,Enrolled
97834,Graduate
97835,Graduate
97836,Enrolled
97837,Graduate
97838,Graduate
97839,Graduate
97840,Graduate
97841,Enrolled
97842,Graduate
97843,Enrolled
97844,Enrolled
97845,Graduate
97846,Dropout
97847,Graduate
97848,Graduate
97849,Graduate
97850,Graduate
97851,Graduate
97852,Enrolled
97853,Graduate
97854,Graduate
97855,Graduate
97856,Graduate
97857,Graduate
97858,Graduate
97859,Dropout
97860,Graduate
97861,Enrolled
97862,Graduate
97863,Graduate
97864,Graduate
97865,Graduate
97866,Enrolled
97867,Enrolled
97868,Enrolled
97869,Enrolled
97870,Graduate
97871,Enrolled
97872,Dropout
97873,Graduate
97874,Graduate
97875,Graduate
97876,Enrolled
97877,Graduate
97878,Graduate
97879,Graduate
97880,Graduate
97881,Graduate
97882,Dropout
97883,Enrolled
97884,Enrolled
97885,Graduate
97886,Graduate
97887,Graduate
97888,Graduate
97889,Graduate
97890,Graduate
97891,Graduate
97892,Enrolled
97893,Graduate
97894,Enrolled
97895,Enrolled
97896,Dropout
97897,Dropout
97898,Dropout
97899,Graduate
97900,Graduate
97901,Enrolled
97902,Dropout
97903,Dropout
97904,Enrolled
97905,Graduate
97906,Enrolled
97907,Enrolled
97908,Graduate
97909,Graduate
97910,Graduate
97911,Graduate
97912,Enrolled
97913,Graduate
97914,Graduate
97915,Graduate
97916,Enrolled
97917,Enrolled
97918,Dropout
97919,Graduate
97920,Graduate
97921,Graduate
97922,Dropout
97923,Enrolled
97924,Dropout
97925,Graduate
97926,Graduate
97927,Enrolled
97928,Dropout
97929,Graduate
97930,Graduate
97931,Graduate
97932,Graduate
97933,Enrolled
97934,Enrolled
97935,Dropout
97936,Enrolled
97937,Graduate
97938,Graduate
97939,Dropout
97940,Graduate
97941,Enrolled
97942,Graduate
97943,Enrolled
97944,Graduate
97945,Graduate
97946,Dropout
97947,Enrolled
97948,Graduate
97949,Dropout
97950,Graduate
97951,Enrolled
97952,Graduate
97953,Graduate
97954,Graduate
97955,Enrolled
97956,Graduate
97957,Graduate
97958,Enrolled
97959,Dropout
97960,Enrolled
97961,Dropout
97962,Enrolled
97963,Enrolled
97964,Graduate
97965,Enrolled
97966,Enrolled
97967,Enrolled
97968,Enrolled
97969,Graduate
97970,Graduate
97971,Graduate
97972,Graduate
97973,Graduate
97974,Graduate
97975,Graduate
97976,Dropout
97977,Graduate
97978,Graduate
97979,Graduate
97980,Dropout
97981,Enrolled
97982,Graduate
97983,Graduate
97984,Dropout
97985,Graduate
97986,Graduate
97987,Graduate
97988,Graduate
97989,Enrolled
97990,Graduate
97991,Graduate
97992,Enrolled
97993,Graduate
97994,Graduate
97995,Enrolled
97996,Graduate
97997,Graduate
97998,Graduate
97999,Graduate
98000,Graduate
98001,Graduate
98002,Graduate
98003,Graduate
98004,Graduate
98005,Enrolled
98006,Graduate
98007,Graduate
98008,Enrolled
98009,Graduate
98010,Graduate
98011,Graduate
98012,Enrolled
98013,Enrolled
98014,Graduate
98015,Graduate
98016,Graduate
98017,Graduate
98018,Dropout
98019,Graduate
98020,Enrolled
98021,Graduate
98022,Enrolled
98023,Graduate
98024,Enrolled
98025,Graduate
98026,Enrolled
98027,Graduate
98028,Dropout
98029,Graduate
98030,Graduate
98031,Graduate
98032,Enrolled
98033,Enrolled
98034,Enrolled
98035,Enrolled
98036,Graduate
98037,Graduate
98038,Graduate
98039,Enrolled
98040,Enrolled
98041,Graduate
98042,Graduate
98043,Dropout
98044,Graduate
98045,Enrolled
98046,Enrolled
98047,Graduate
98048,Enrolled
98049,Graduate
98050,Graduate
98051,Graduate
98052,Graduate
98053,Enrolled
98054,Graduate
98055,Graduate
98056,Enrolled
98057,Graduate
98058,Graduate
98059,Enrolled
98060,Graduate
98061,Graduate
98062,Graduate
98063,Enrolled
98064,Graduate
98065,Graduate
98066,Enrolled
98067,Graduate
98068,Dropout
98069,Enrolled
98070,Graduate
98071,Graduate
98072,Graduate
98073,Graduate
98074,Enrolled
98075,Graduate
98076,Enrolled
98077,Enrolled
98078,Graduate
98079,Enrolled
98080,Enrolled
98081,Graduate
98082,Graduate
98083,Enrolled
98084,Enrolled
98085,Graduate
98086,Graduate
98087,Dropout
98088,Enrolled
98089,Graduate
98090,Graduate
98091,Graduate
98092,Graduate
98093,Graduate
98094,Graduate
98095,Enrolled
98096,Graduate
98097,Dropout
98098,Dropout
98099,Graduate
98100,Graduate
98101,Graduate
98102,Graduate
98103,Enrolled
98104,Graduate
98105,Enrolled
98106,Enrolled
98107,Dropout
98108,Enrolled
98109,Graduate
98110,Enrolled
98111,Enrolled
98112,Graduate
98113,Graduate
98114,Graduate
98115,Graduate
98116,Graduate
98117,Graduate
98118,Graduate
98119,Enrolled
98120,Graduate
98121,Graduate
98122,Enrolled
98123,Graduate
98124,Dropout
98125,Graduate
98126,Enrolled
98127,Graduate
98128,Graduate
98129,Enrolled
98130,Graduate
98131,Graduate
98132,Dropout
98133,Dropout
98134,Enrolled
98135,Dropout
98136,Dropout
98137,Graduate
98138,Enrolled
98139,Dropout
98140,Graduate
98141,Enrolled
98142,Enrolled
98143,Dropout
98144,Enrolled
98145,Enrolled
98146,Graduate
98147,Dropout
98148,Graduate
98149,Enrolled
98150,Enrolled
98151,Graduate
98152,Enrolled
98153,Enrolled
98154,Graduate
98155,Graduate
98156,Enrolled
98157,Enrolled
98158,Dropout
98159,Graduate
98160,Graduate
98161,Graduate
98162,Dropout
98163,Enrolled
98164,Graduate
98165,Graduate
98166,Dropout
98167,Graduate
98168,Enrolled
98169,Dropout
98170,Enrolled
98171,Dropout
98172,Dropout
98173,Graduate
98174,Enrolled
98175,Dropout
98176,Dropout
98177,Dropout
98178,Enrolled
98179,Graduate
98180,Graduate
98181,Graduate
98182,Enrolled
98183,Enrolled
98184,Graduate
98185,Graduate
98186,Graduate
98187,Dropout
98188,Graduate
98189,Enrolled
98190,Dropout
98191,Graduate
98192,Graduate
98193,Graduate
98194,Dropout
98195,Enrolled
98196,Dropout
98197,Enrolled
98198,Graduate
98199,Graduate
98200,Enrolled
98201,Graduate
98202,Graduate
98203,Dropout
98204,Graduate
98205,Graduate
98206,Graduate
98207,Graduate
98208,Graduate
98209,Graduate
98210,Enrolled
98211,Enrolled
98212,Graduate
98213,Enrolled
98214,Dropout
98215,Enrolled
98216,Graduate
98217,Enrolled
98218,Graduate
98219,Graduate
98220,Dropout
98221,Graduate
98222,Graduate
98223,Graduate
98224,Graduate
98225,Graduate
98226,Dropout
98227,Enrolled
98228,Graduate
98229,Graduate
98230,Graduate
98231,Dropout
98232,Graduate
98233,Dropout
98234,Enrolled
98235,Dropout
98236,Enrolled
98237,Graduate
98238,Graduate
98239,Graduate
98240,Enrolled
98241,Graduate
98242,Enrolled
98243,Dropout
98244,Graduate
98245,Enrolled
98246,Dropout
98247,Enrolled
98248,Graduate
98249,Enrolled
98250,Enrolled
98251,Dropout
98252,Graduate
98253,Graduate
98254,Graduate
98255,Graduate
98256,Graduate
98257,Graduate
98258,Graduate
98259,Enrolled
98260,Enrolled
98261,Dropout
98262,Graduate
98263,Enrolled
98264,Graduate
98265,Graduate
98266,Enrolled
98267,Graduate
98268,Dropout
98269,Graduate
98270,Enrolled
98271,Graduate
98272,Graduate
98273,Graduate
98274,Graduate
98275,Enrolled
98276,Graduate
98277,Graduate
98278,Enrolled
98279,Graduate
98280,Graduate
98281,Graduate
98282,Graduate
98283,Graduate
98284,Dropout
98285,Graduate
98286,Graduate
98287,Enrolled
98288,Graduate
98289,Graduate
98290,Graduate
98291,Dropout
98292,Graduate
98293,Enrolled
98294,Graduate
98295,Graduate
98296,Graduate
98297,Graduate
98298,Enrolled
98299,Enrolled
98300,Enrolled
98301,Enrolled
98302,Enrolled
98303,Graduate
98304,Graduate
98305,Enrolled
98306,Graduate
98307,Enrolled
98308,Graduate
98309,Graduate
98310,Dropout
98311,Graduate
98312,Graduate
98313,Graduate
98314,Graduate
98315,Graduate
98316,Dropout
98317,Enrolled
98318,Enrolled
98319,Graduate
98320,Dropout
98321,Dropout
98322,Graduate
98323,Graduate
98324,Graduate
98325,Enrolled
98326,Enrolled
98327,Graduate
98328,Graduate
98329,Enrolled
98330,Enrolled
98331,Graduate
98332,Graduate
98333,Enrolled
98334,Graduate
98335,Graduate
98336,Dropout
98337,Graduate
98338,Graduate
98339,Enrolled
98340,Enrolled
98341,Graduate
98342,Enrolled
98343,Graduate
98344,Graduate
98345,Dropout
98346,Graduate
98347,Graduate
98348,Graduate
98349,Graduate
98350,Graduate
98351,Dropout
98352,Enrolled
98353,Dropout
98354,Enrolled
98355,Graduate
98356,Graduate
98357,Dropout
98358,Graduate
98359,Enrolled
98360,Graduate
98361,Enrolled
98362,Enrolled
98363,Enrolled
98364,Enrolled
98365,Enrolled
98366,Graduate
98367,Enrolled
98368,Graduate
98369,Graduate
98370,Enrolled
98371,Graduate
98372,Graduate
98373,Dropout
98374,Graduate
98375,Graduate
98376,Graduate
98377,Enrolled
98378,Graduate
98379,Dropout
98380,Graduate
98381,Dropout
98382,Enrolled
98383,Enrolled
98384,Enrolled
98385,Dropout
98386,Graduate
98387,Dropout
98388,Graduate
98389,Dropout
98390,Graduate
98391,Graduate
98392,Dropout
98393,Graduate
98394,Dropout
98395,Graduate
98396,Graduate
98397,Enrolled
98398,Enrolled
98399,Graduate
98400,Graduate
98401,Graduate
98402,Graduate
98403,Graduate
98404,Graduate
98405,Enrolled
98406,Graduate
98407,Graduate
98408,Graduate
98409,Graduate
98410,Enrolled
98411,Graduate
98412,Graduate
98413,Enrolled
98414,Graduate
98415,Graduate
98416,Enrolled
98417,Enrolled
98418,Graduate
98419,Graduate
98420,Graduate
98421,Dropout
98422,Graduate
98423,Graduate
98424,Enrolled
98425,Enrolled
98426,Graduate
98427,Graduate
98428,Graduate
98429,Graduate
98430,Graduate
98431,Enrolled
98432,Enrolled
98433,Graduate
98434,Graduate
98435,Graduate
98436,Graduate
98437,Graduate
98438,Dropout
98439,Dropout
98440,Enrolled
98441,Graduate
98442,Enrolled
98443,Graduate
98444,Dropout
98445,Graduate
98446,Enrolled
98447,Graduate
98448,Graduate
98449,Dropout
98450,Graduate
98451,Graduate
98452,Graduate
98453,Graduate
98454,Graduate
98455,Graduate
98456,Enrolled
98457,Graduate
98458,Graduate
98459,Graduate
98460,Enrolled
98461,Graduate
98462,Enrolled
98463,Enrolled
98464,Graduate
98465,Enrolled
98466,Graduate
98467,Enrolled
98468,Graduate
98469,Enrolled
98470,Graduate
98471,Dropout
98472,Graduate
98473,Enrolled
98474,Graduate
98475,Dropout
98476,Enrolled
98477,Graduate
98478,Graduate
98479,Enrolled
98480,Graduate
98481,Graduate
98482,Dropout
98483,Enrolled
98484,Dropout
98485,Graduate
98486,Enrolled
98487,Graduate
98488,Graduate
98489,Graduate
98490,Graduate
98491,Graduate
98492,Dropout
98493,Graduate
98494,Enrolled
98495,Enrolled
98496,Graduate
98497,Dropout
98498,Graduate
98499,Dropout
98500,Graduate
98501,Graduate
98502,Graduate
98503,Enrolled
98504,Graduate
98505,Graduate
98506,Dropout
98507,Dropout
98508,Graduate
98509,Enrolled
98510,Graduate
98511,Graduate
98512,Graduate
98513,Graduate
98514,Graduate
98515,Dropout
98516,Graduate
98517,Graduate
98518,Graduate
98519,Graduate
98520,Graduate
98521,Graduate
98522,Graduate
98523,Graduate
98524,Graduate
98525,Graduate
98526,Enrolled
98527,Graduate
98528,Dropout
98529,Dropout
98530,Enrolled
98531,Graduate
98532,Graduate
98533,Graduate
98534,Graduate
98535,Enrolled
98536,Dropout
98537,Graduate
98538,Graduate
98539,Graduate
98540,Enrolled
98541,Graduate
98542,Graduate
98543,Graduate
98544,Enrolled
98545,Graduate
98546,Enrolled
98547,Graduate
98548,Graduate
98549,Graduate
98550,Graduate
98551,Enrolled
98552,Enrolled
98553,Dropout
98554,Graduate
98555,Graduate
98556,Enrolled
98557,Graduate
98558,Enrolled
98559,Graduate
98560,Graduate
98561,Enrolled
98562,Graduate
98563,Enrolled
98564,Dropout
98565,Enrolled
98566,Graduate
98567,Graduate
98568,Graduate
98569,Graduate
98570,Enrolled
98571,Dropout
98572,Enrolled
98573,Enrolled
98574,Graduate
98575,Graduate
98576,Graduate
98577,Enrolled
98578,Graduate
98579,Graduate
98580,Graduate
98581,Dropout
98582,Graduate
98583,Enrolled
98584,Enrolled
98585,Enrolled
98586,Enrolled
98587,Graduate
98588,Enrolled
98589,Graduate
98590,Graduate
98591,Graduate
98592,Dropout
98593,Dropout
98594,Graduate
98595,Graduate
98596,Enrolled
98597,Graduate
98598,Enrolled
98599,Enrolled
98600,Graduate
98601,Graduate
98602,Enrolled
98603,Dropout
98604,Graduate
98605,Graduate
98606,Enrolled
98607,Dropout
98608,Graduate
98609,Dropout
98610,Dropout
98611,Enrolled
98612,Graduate
98613,Graduate
98614,Graduate
98615,Graduate
98616,Enrolled
98617,Dropout
98618,Graduate
98619,Graduate
98620,Dropout
98621,Graduate
98622,Graduate
98623,Graduate
98624,Graduate
98625,Graduate
98626,Graduate
98627,Graduate
98628,Graduate
98629,Graduate
98630,Enrolled
98631,Dropout
98632,Enrolled
98633,Graduate
98634,Graduate
98635,Graduate
98636,Graduate
98637,Enrolled
98638,Enrolled
98639,Graduate
98640,Graduate
98641,Graduate
98642,Enrolled
98643,Graduate
98644,Enrolled
98645,Graduate
98646,Enrolled
98647,Graduate
98648,Enrolled
98649,Graduate
98650,Graduate
98651,Graduate
98652,Enrolled
98653,Graduate
98654,Enrolled
98655,Graduate
98656,Enrolled
98657,Graduate
98658,Graduate
98659,Graduate
98660,Enrolled
98661,Graduate
98662,Graduate
98663,Graduate
98664,Enrolled
98665,Enrolled
98666,Graduate
98667,Dropout
98668,Graduate
98669,Dropout
98670,Enrolled
98671,Enrolled
98672,Graduate
98673,Graduate
98674,Dropout
98675,Graduate
98676,Graduate
98677,Dropout
98678,Graduate
98679,Graduate
98680,Graduate
98681,Enrolled
98682,Enrolled
98683,Graduate
98684,Dropout
98685,Graduate
98686,Graduate
98687,Graduate
98688,Graduate
98689,Graduate
98690,Graduate
98691,Graduate
98692,Graduate
98693,Graduate
98694,Graduate
98695,Enrolled
98696,Dropout
98697,Dropout
98698,Enrolled
98699,Graduate
98700,Dropout
98701,Enrolled
98702,Dropout
98703,Enrolled
98704,Enrolled
98705,Dropout
98706,Enrolled
98707,Graduate
98708,Graduate
98709,Dropout
98710,Enrolled
98711,Graduate
98712,Dropout
98713,Graduate
98714,Enrolled
98715,Enrolled
98716,Graduate
98717,Dropout
98718,Dropout
98719,Graduate
98720,Enrolled
98721,Enrolled
98722,Dropout
98723,Graduate
98724,Graduate
98725,Graduate
98726,Graduate
98727,Dropout
98728,Graduate
98729,Graduate
98730,Enrolled
98731,Graduate
98732,Graduate
98733,Enrolled
98734,Enrolled
98735,Dropout
98736,Graduate
98737,Graduate
98738,Graduate
98739,Graduate
98740,Enrolled
98741,Enrolled
98742,Dropout
98743,Graduate
98744,Graduate
98745,Dropout
98746,Graduate
98747,Enrolled
98748,Enrolled
98749,Graduate
98750,Enrolled
98751,Dropout
98752,Graduate
98753,Graduate
98754,Enrolled
98755,Graduate
98756,Enrolled
98757,Graduate
98758,Graduate
98759,Enrolled
98760,Graduate
98761,Graduate
98762,Graduate
98763,Enrolled
98764,Dropout
98765,Dropout
98766,Graduate
98767,Graduate
98768,Enrolled
98769,Dropout
98770,Graduate
98771,Graduate
98772,Graduate
98773,Graduate
98774,Dropout
98775,Graduate
98776,Dropout
98777,Dropout
98778,Graduate
98779,Graduate
98780,Enrolled
98781,Enrolled
98782,Enrolled
98783,Dropout
98784,Graduate
98785,Dropout
98786,Dropout
98787,Graduate
98788,Enrolled
98789,Enrolled
98790,Enrolled
98791,Graduate
98792,Dropout
98793,Graduate
98794,Graduate
98795,Graduate
98796,Graduate
98797,Graduate
98798,Graduate
98799,Graduate
98800,Graduate
98801,Dropout
98802,Graduate
98803,Graduate
98804,Enrolled
98805,Graduate
98806,Graduate
98807,Graduate
98808,Graduate
98809,Graduate
98810,Dropout
98811,Graduate
98812,Graduate
98813,Enrolled
98814,Enrolled
98815,Graduate
98816,Graduate
98817,Graduate
98818,Enrolled
98819,Enrolled
98820,Graduate
98821,Dropout
98822,Graduate
98823,Graduate
98824,Graduate
98825,Dropout
98826,Dropout
98827,Graduate
98828,Enrolled
98829,Graduate
98830,Enrolled
98831,Graduate
98832,Graduate
98833,Graduate
98834,Graduate
98835,Graduate
98836,Graduate
98837,Dropout
98838,Graduate
98839,Graduate
98840,Graduate
98841,Graduate
98842,Graduate
98843,Graduate
98844,Graduate
98845,Enrolled
98846,Graduate
98847,Dropout
98848,Graduate
98849,Graduate
98850,Dropout
98851,Graduate
98852,Dropout
98853,Graduate
98854,Graduate
98855,Graduate
98856,Graduate
98857,Enrolled
98858,Enrolled
98859,Graduate
98860,Graduate
98861,Graduate
98862,Graduate
98863,Graduate
98864,Graduate
98865,Dropout
98866,Graduate
98867,Dropout
98868,Graduate
98869,Dropout
98870,Dropout
98871,Enrolled
98872,Dropout
98873,Dropout
98874,Graduate
98875,Graduate
98876,Dropout
98877,Graduate
98878,Graduate
98879,Enrolled
98880,Graduate
98881,Dropout
98882,Dropout
98883,Dropout
98884,Dropout
98885,Enrolled
98886,Dropout
98887,Graduate
98888,Graduate
98889,Enrolled
98890,Graduate
98891,Graduate
98892,Enrolled
98893,Dropout
98894,Enrolled
98895,Graduate
98896,Graduate
98897,Graduate
98898,Graduate
98899,Graduate
98900,Enrolled
98901,Dropout
98902,Graduate
98903,Graduate
98904,Graduate
98905,Graduate
98906,Enrolled
98907,Enrolled
98908,Graduate
98909,Graduate
98910,Enrolled
98911,Graduate
98912,Enrolled
98913,Graduate
98914,Dropout
98915,Enrolled
98916,Dropout
98917,Graduate
98918,Graduate
98919,Graduate
98920,Graduate
98921,Dropout
98922,Graduate
98923,Dropout
98924,Enrolled
98925,Graduate
98926,Graduate
98927,Graduate
98928,Graduate
98929,Dropout
98930,Graduate
98931,Enrolled
98932,Graduate
98933,Graduate
98934,Enrolled
98935,Graduate
98936,Enrolled
98937,Graduate
98938,Graduate
98939,Graduate
98940,Graduate
98941,Graduate
98942,Graduate
98943,Graduate
98944,Graduate
98945,Graduate
98946,Graduate
98947,Enrolled
98948,Graduate
98949,Enrolled
98950,Dropout
98951,Graduate
98952,Graduate
98953,Graduate
98954,Graduate
98955,Graduate
98956,Graduate
98957,Graduate
98958,Graduate
98959,Graduate
98960,Graduate
98961,Graduate
98962,Graduate
98963,Graduate
98964,Enrolled
98965,Enrolled
98966,Enrolled
98967,Graduate
98968,Enrolled
98969,Enrolled
98970,Graduate
98971,Enrolled
98972,Graduate
98973,Graduate
98974,Dropout
98975,Enrolled
98976,Enrolled
98977,Graduate
98978,Graduate
98979,Graduate
98980,Graduate
98981,Dropout
98982,Graduate
98983,Enrolled
98984,Enrolled
98985,Enrolled
98986,Enrolled
98987,Graduate
98988,Graduate
98989,Graduate
98990,Graduate
98991,Enrolled
98992,Enrolled
98993,Dropout
98994,Graduate
98995,Graduate
98996,Graduate
98997,Graduate
98998,Graduate
98999,Graduate
99000,Enrolled
99001,Dropout
99002,Enrolled
99003,Enrolled
99004,Graduate
99005,Enrolled
99006,Dropout
99007,Dropout
99008,Graduate
99009,Graduate
99010,Enrolled
99011,Graduate
99012,Enrolled
99013,Graduate
99014,Graduate
99015,Enrolled
99016,Graduate
99017,Graduate
99018,Graduate
99019,Graduate
99020,Dropout
99021,Graduate
99022,Dropout
99023,Enrolled
99024,Graduate
99025,Graduate
99026,Enrolled
99027,Enrolled
99028,Graduate
99029,Graduate
99030,Enrolled
99031,Dropout
99032,Enrolled
99033,Graduate
99034,Dropout
99035,Enrolled
99036,Graduate
99037,Graduate
99038,Dropout
99039,Graduate
99040,Enrolled
99041,Graduate
99042,Graduate
99043,Enrolled
99044,Graduate
99045,Enrolled
99046,Graduate
99047,Graduate
99048,Graduate
99049,Dropout
99050,Enrolled
99051,Dropout
99052,Enrolled
99053,Enrolled
99054,Graduate
99055,Graduate
99056,Graduate
99057,Graduate
99058,Enrolled
99059,Graduate
99060,Enrolled
99061,Graduate
99062,Enrolled
99063,Dropout
99064,Enrolled
99065,Graduate
99066,Graduate
99067,Graduate
99068,Graduate
99069,Enrolled
99070,Enrolled
99071,Enrolled
99072,Graduate
99073,Graduate
99074,Graduate
99075,Graduate
99076,Enrolled
99077,Enrolled
99078,Graduate
99079,Graduate
99080,Graduate
99081,Enrolled
99082,Graduate
99083,Graduate
99084,Graduate
99085,Enrolled
99086,Dropout
99087,Graduate
99088,Graduate
99089,Graduate
99090,Graduate
99091,Graduate
99092,Graduate
99093,Enrolled
99094,Graduate
99095,Graduate
99096,Enrolled
99097,Enrolled
99098,Dropout
99099,Enrolled
99100,Graduate
99101,Enrolled
99102,Graduate
99103,Dropout
99104,Enrolled
99105,Enrolled
99106,Enrolled
99107,Enrolled
99108,Graduate
99109,Graduate
99110,Enrolled
99111,Enrolled
99112,Graduate
99113,Enrolled
99114,Graduate
99115,Enrolled
99116,Enrolled
99117,Graduate
99118,Graduate
99119,Graduate
99120,Graduate
99121,Graduate
99122,Enrolled
99123,Graduate
99124,Graduate
99125,Enrolled
99126,Enrolled
99127,Graduate
99128,Enrolled
99129,Graduate
99130,Graduate
99131,Enrolled
99132,Enrolled
99133,Graduate
99134,Enrolled
99135,Dropout
99136,Graduate
99137,Graduate
99138,Dropout
99139,Graduate
99140,Enrolled
99141,Enrolled
99142,Graduate
99143,Dropout
99144,Graduate
99145,Graduate
99146,Graduate
99147,Graduate
99148,Dropout
99149,Graduate
99150,Dropout
99151,Graduate
99152,Graduate
99153,Graduate
99154,Graduate
99155,Graduate
99156,Graduate
99157,Graduate
99158,Dropout
99159,Dropout
99160,Enrolled
99161,Dropout
99162,Enrolled
99163,Enrolled
99164,Enrolled
99165,Graduate
99166,Graduate
99167,Graduate
99168,Enrolled
99169,Enrolled
99170,Enrolled
99171,Graduate
99172,Graduate
99173,Graduate
99174,Dropout
99175,Graduate
99176,Graduate
99177,Graduate
99178,Graduate
99179,Graduate
99180,Enrolled
99181,Graduate
99182,Enrolled
99183,Graduate
99184,Graduate
99185,Graduate
99186,Enrolled
99187,Graduate
99188,Graduate
99189,Enrolled
99190,Enrolled
99191,Enrolled
99192,Graduate
99193,Graduate
99194,Enrolled
99195,Graduate
99196,Graduate
99197,Enrolled
99198,Graduate
99199,Dropout
99200,Graduate
99201,Dropout
99202,Enrolled
99203,Graduate
99204,Graduate
99205,Enrolled
99206,Dropout
99207,Graduate
99208,Graduate
99209,Enrolled
99210,Graduate
99211,Graduate
99212,Graduate
99213,Enrolled
99214,Enrolled
99215,Graduate
99216,Graduate
99217,Graduate
99218,Dropout
99219,Graduate
99220,Graduate
99221,Dropout
99222,Enrolled
99223,Dropout
99224,Graduate
99225,Enrolled
99226,Dropout
99227,Graduate
99228,Graduate
99229,Graduate
99230,Graduate
99231,Graduate
99232,Graduate
99233,Dropout
99234,Enrolled
99235,Dropout
99236,Enrolled
99237,Graduate
99238,Graduate
